drone/quat/w,drone/quat/x,drone/quat/y,drone/quat/z,drone/location/latitude,drone/location/longitude,drone/location/altitude_egm96amsl,drone/location/sv_count,drone/ground_distance,drone/speed/north,drone/speed/east,drone/speed/down,drone/battery_percentage,drone/animation_in_progress,drone/flying_state,drone/piloting_mode,camera/timestamp,camera/base_quat/w,camera/base_quat/x,camera/base_quat/y,camera/base_quat/z,camera/quat/w,camera/quat/x,camera/quat/y,camera/quat/z,camera/exposure_time,camera/iso_gain,camera/awb_r_gain,camera/awb_b_gain,camera/hfov,camera/vfov,links/0/wifi/goodput,links/0/wifi/quality,links/0/wifi/rssi,automation/follow_me,automation/lookat_me,automation/angle_locked,automation/animation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9737548828125,0.0372314453125,-0.05206298828125,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348055114,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.0576171875,1.40185546875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9737548828125,0.0372314453125,-0.05206298828125,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348055114,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.0576171875,1.40185546875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
-0.9737548828125,0.0372314453125,-0.05194091796875,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348088482,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.057861328125,1.4013671875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
-0.9737548828125,0.0372314453125,-0.05194091796875,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348088482,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.057861328125,1.4013671875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
-0.9737548828125,0.0372314453125,-0.052001953125,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348121839,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.057861328125,1.4013671875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
-0.9737548828125,0.0372314453125,-0.052001953125,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348121839,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.057861328125,1.4013671875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
-0.9737548828125,0.0372314453125,-0.052001953125,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348155211,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.057861328125,1.4013671875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
-0.9737548828125,0.0372314453125,-0.052001953125,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348155211,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.057861328125,1.4013671875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
-0.9737548828125,0.03729248046875,-0.0518798828125,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348188567,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.057861328125,1.4013671875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
-0.9737548828125,0.03729248046875,-0.0518798828125,-0.21832275390625,38.63501167297363,-90.23072290420532,152.609375,21,0.3879852294921875,0,0,0,51,false,FS_MOTOR_RAMPING,PM_MANUAL,1348188567,-0.97607421875,0,0,-0.21734619140625,-0.7196044921875,-0.14678955078125,0.659423828125,-0.16021728515625,4.98828125,144,2.057861328125,1.4013671875,1.2042771577835083,0.7377424836158752,17871,5,-65,false,false,false,ANIM_NONE
