VMetaFrameType.PROTO/drone/quat/w,VMetaFrameType.PROTO/drone/quat/x,VMetaFrameType.PROTO/drone/quat/y,VMetaFrameType.PROTO/drone/quat/z,VMetaFrameType.PROTO/drone/location/latitude,VMetaFrameType.PROTO/drone/location/longitude,VMetaFrameType.PROTO/drone/location/altitude_egm96amsl,VMetaFrameType.PROTO/drone/location/sv_count,VMetaFrameType.PROTO/drone/ground_distance,VMetaFrameType.PROTO/drone/speed/north,VMetaFrameType.PROTO/drone/speed/east,VMetaFrameType.PROTO/drone/speed/down,VMetaFrameType.PROTO/drone/battery_percentage,VMetaFrameType.PROTO/drone/animation_in_progress,VMetaFrameType.PROTO/drone/flying_state,VMetaFrameType.PROTO/drone/piloting_mode,VMetaFrameType.PROTO/camera/timestamp,VMetaFrameType.PROTO/camera/base_quat/w,VMetaFrameType.PROTO/camera/base_quat/x,VMetaFrameType.PROTO/camera/base_quat/y,VMetaFrameType.PROTO/camera/base_quat/z,VMetaFrameType.PROTO/camera/quat/w,VMetaFrameType.PROTO/camera/quat/x,VMetaFrameType.PROTO/camera/quat/y,VMetaFrameType.PROTO/camera/quat/z,VMetaFrameType.PROTO/camera/exposure_time,VMetaFrameType.PROTO/camera/iso_gain,VMetaFrameType.PROTO/camera/awb_r_gain,VMetaFrameType.PROTO/camera/awb_b_gain,VMetaFrameType.PROTO/camera/hfov,VMetaFrameType.PROTO/camera/vfov,VMetaFrameType.PROTO/links/0/wifi/goodput,VMetaFrameType.PROTO/links/0/wifi/quality,VMetaFrameType.PROTO/links/0/wifi/rssi,VMetaFrameType.PROTO/automation/follow_me,VMetaFrameType.PROTO/automation/lookat_me,VMetaFrameType.PROTO/automation/angle_locked,VMetaFrameType.PROTO/automation/animation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.60693359375,0.08087158203125,-0.0369873046875,-0.7896728515625,38.6350302696228,-90.23074531555176,147.33203125,18,0.3879852294921875,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,182287957,-0.6107177734375,0,0,-0.791748046875,-0.56427001953125,-0.302978515625,0.23370361328125,-0.73150634765625,1.875,100,2.00830078125,1.416259765625,1.2042771577835083,0.7377424836158752,7749,4,-50,false,false,false,ANIM_NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.60693359375,0.08087158203125,-0.0369873046875,-0.7896728515625,38.6350302696228,-90.23074531555176,147.33203125,18,0.3879852294921875,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,182287957,-0.6107177734375,0,0,-0.791748046875,-0.56427001953125,-0.302978515625,0.23370361328125,-0.73150634765625,1.875,100,2.00830078125,1.416259765625,1.2042771577835083,0.7377424836158752,7749,4,-50,false,false,false,ANIM_NONE
-0.60693359375,0.080810546875,-0.0369873046875,-0.7896728515625,38.6350302696228,-90.23074531555176,147.33203125,18,0.3879852294921875,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,182321324,-0.6107177734375,0,0,-0.791748046875,-0.56427001953125,-0.302978515625,0.23370361328125,-0.73150634765625,1.875,100,2.00830078125,1.416259765625,1.2042771577835083,0.7377424836158752,7749,4,-50,false,false,false,ANIM_NONE
-0.60693359375,0.080810546875,-0.0369873046875,-0.7896728515625,38.6350302696228,-90.23074531555176,147.33203125,18,0.3879852294921875,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,182321324,-0.6107177734375,0,0,-0.791748046875,-0.56427001953125,-0.302978515625,0.23370361328125,-0.73150634765625,1.875,100,2.00830078125,1.416259765625,1.2042771577835083,0.7377424836158752,7749,4,-50,false,false,false,ANIM_NONE
-0.60693359375,0.08087158203125,-0.03704833984375,-0.78973388671875,38.6350302696228,-90.23074531555176,147.33203125,18,0.3879852294921875,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,182354687,-0.61077880859375,0,0,-0.791748046875,-0.56427001953125,-0.302978515625,0.23370361328125,-0.73150634765625,1.875,100,2.00830078125,1.416259765625,1.2042771577835083,0.7377424836158752,7749,4,-50,false,false,false,ANIM_NONE
-0.60693359375,0.08087158203125,-0.03704833984375,-0.78973388671875,38.6350302696228,-90.23074531555176,147.33203125,18,0.3879852294921875,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,182354687,-0.61077880859375,0,0,-0.791748046875,-0.56427001953125,-0.302978515625,0.23370361328125,-0.73150634765625,1.875,100,2.00830078125,1.416259765625,1.2042771577835083,0.7377424836158752,7749,4,-50,false,false,false,ANIM_NONE
-0.60693359375,0.080810546875,-0.03704833984375,-0.7896728515625,38.6350302696228,-90.23074531555176,147.33203125,18,0.3879852294921875,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,182388046,-0.61077880859375,0,0,-0.791748046875,-0.56427001953125,-0.302978515625,0.23370361328125,-0.73150634765625,1.875,100,2.00830078125,1.416259765625,1.2042771577835083,0.7377424836158752,7749,4,-50,false,false,false,ANIM_NONE
-0.60693359375,0.080810546875,-0.03704833984375,-0.7896728515625,38.6350302696228,-90.23074531555176,147.33203125,18,0.3879852294921875,0,0,0,92,false,FS_MOTOR_RAMPING,PM_MANUAL,182388046,-0.61077880859375,0,0,-0.791748046875,-0.56427001953125,-0.302978515625,0.23370361328125,-0.73150634765625,1.875,100,2.00830078125,1.416259765625,1.2042771577835083,0.7377424836158752,7749,4,-50,false,false,false,ANIM_NONE
